datetime,inflow,total release,evaporation,bank storage,storage,unregulated inflow,pool elevation,power release,area,bypass release
1966-10-19,8619.13121,7330.0,589.954463,1783706.0,6131900.0,5402.16978,3528.07007,7325.0,62595.08,
1966-10-20,9380.10874,9890.0,589.645435,1785904.0,6128100.0,6724.52616,3528.01001,10033.0,62571.87,
1966-10-21,9829.01634,11000.0,589.387788,1786093.0,6125000.0,7172.86496,3527.95996,9889.0,62552.52,
1966-10-22,8936.8696,8610.0,589.336406,1786752.0,6124400.0,6293.63491,3527.94995,8080.0,62548.66,
1966-10-23,7763.27345,4980.0,589.542376,1789182.0,6126900.0,5150.31956,3527.98999,4389.0,62564.13,
1966-10-24,8150.62884,8340.0,589.387788,1790117.0,6125000.0,6017.7607,3527.95996,9483.0,62552.52,
1966-10-25,8216.6073,11100.0,588.873981,1790009.0,6118800.0,5592.15697,3527.86011,10410.0,62513.93,
1966-10-26,7333.1082,10300.0,588.255923,1791036.0,6111300.0,5052.86577,3527.73999,9915.0,62467.51,
1966-10-27,7082.67857,10300.0,587.535999,1792867.0,6102500.0,4169.66363,3527.6001,10229.0,62413.44,
1966-10-28,7497.61493,10800.0,586.814736,1794430.0,6093800.0,5336.65301,3527.45996,10854.0,62359.27,
1966-10-29,7996.97991,11100.0,586.2494,1794589.0,6086900.0,5839.66464,3527.3501,10745.0,62316.81,
1966-10-30,6662.7795,8310.0,585.785783,1796336.0,6081300.0,4669.29246,3527.26001,7469.0,62281.99,
1966-10-31,6774.39578,10300.0,585.066006,1797458.0,6072600.0,4861.31318,3527.12012,11248.0,62227.93,
1966-11-01,7143.27973,11600.0,597.224259,1798620.0,6062000.0,5254.94402,3526.94995,11510.0,62162.16,
1966-11-02,7474.50725,9520.0,596.824286,1798966.0,6057000.0,5435.08941,3526.87012,9408.0,62131.3,
1966-11-03,6798.27418,10100.0,596.122338,1800521.0,6048300.0,4845.28259,3526.72998,10301.0,62077.14,
1966-11-04,6535.07173,8860.0,595.572029,1802114.0,6041500.0,4543.02607,3526.62012,8979.0,62034.68,
1966-11-05,6367.04808,8120.0,595.070577,1804243.0,6035300.0,5209.86203,3526.52002,8198.0,61995.99,
1966-11-06,6939.99945,4600.0,595.321232,1805189.0,6038400.0,4625.13523,3526.57007,4636.0,62015.33,
1966-11-07,7599.99055,8280.0,595.220913,1804444.0,6037200.0,5344.21694,3526.55005,9441.0,62007.59,
1966-11-08,8460.46058,9740.0,595.070577,1803211.0,6035300.0,6141.19156,3526.52002,10163.0,61995.99,
1966-11-09,8513.29081,12200.0,594.518965,1802104.0,6028500.0,6492.14983,3526.40991,11889.0,61953.43,
1966-11-10,7477.46199,11700.0,593.718001,1803035.0,6018600.0,5548.69185,3526.25,11457.0,61891.63,
1966-11-11,6613.4484,11500.0,592.66624,1805750.0,6005600.0,4887.14358,3526.04004,10861.0,61810.48,
1966-11-12,8440.29558,11500.0,592.164787,1805289.0,5999400.0,6654.3173,3525.93994,10710.0,61771.79,
1966-11-13,7696.67834,7800.0,592.064468,1805692.0,5998200.0,6164.43805,3525.91992,7096.0,61764.05,
1966-11-14,6662.95864,9960.0,591.41384,1806661.0,5990100.0,4958.50987,3525.79004,9658.0,61713.85,
1966-11-15,7183.19807,9580.0,591.012707,1806216.0,5985200.0,5810.07241,3525.70996,9247.0,61682.9,
1966-11-16,5892.78089,10400.0,590.061264,1808386.0,5973500.0,5218.30447,3525.52002,10134.0,61609.49,
1966-11-17,6320.7512,11500.0,589.109822,1809224.0,5961800.0,5727.73217,3525.33008,10899.0,61536.08,
1966-11-18,7316.32669,11600.0,588.457891,1808138.0,5953800.0,7109.39228,3525.19995,10896.0,61485.78,
1966-11-19,5983.78364,11900.0,587.35597,1809316.0,5940300.0,5889.27702,3524.97998,10820.0,61400.76,
1966-11-20,6364.08226,7510.0,587.105315,1809556.0,5937200.0,5819.71618,3524.92993,6744.0,61381.42,
1966-11-21,6127.84059,10700.0,586.25405,1810301.0,5926800.0,5348.44487,3524.76001,10274.0,61315.74,
1966-11-22,6285.5701,10600.0,585.453086,1810959.0,5917000.0,5622.31784,3524.6001,9790.0,61253.94,
1966-11-23,6499.31642,10200.0,584.801155,1811033.0,5909000.0,5598.82372,3524.46997,9816.0,61203.64,
1966-11-24,7022.74062,7880.0,584.650819,1810548.0,5907200.0,6029.2841,3524.43994,6905.0,61192.04,
1966-11-25,5713.58953,10700.0,583.599058,1812974.0,5894300.0,5786.50857,3524.22998,10985.0,61110.89,
1966-11-26,6351.07952,12600.0,582.446977,1813997.0,5880300.0,6185.11309,3524.0,12080.0,61022.0,
1966-11-27,6933.16148,8680.0,582.196322,1813050.0,5877200.0,6676.12908,3523.94995,7648.0,61002.66,
1966-11-28,5026.32784,9300.0,581.294897,1814992.0,5866200.0,5114.57193,3523.77002,8924.0,60933.11,
1966-11-29,6021.08811,7940.0,580.893764,1815406.0,5861400.0,5009.90077,3523.68994,7643.0,60902.16,
1966-11-30,5216.6187,7640.0,580.293295,1817318.0,5854100.0,4300.5562,3523.57007,7372.0,60855.83,
1966-12-01,6192.37187,7820.0,450.646692,1817939.0,5849800.0,5432.86122,3523.5,7447.0,60828.75,
1966-12-02,6051.55328,6980.0,450.45279,1818647.0,5846800.0,5944.18461,3523.44995,7150.0,60809.41,
1966-12-03,7208.99551,9580.0,450.181174,1817793.0,5842500.0,6971.8937,3523.37988,9354.0,60782.32,
1966-12-04,6078.0513,5180.0,450.258779,1817924.0,5843700.0,5355.56814,3523.3999,4566.0,60790.06,
1966-12-05,6186.52544,9680.0,449.794269,1817846.0,5836400.0,5092.57834,3523.28003,9899.0,60743.73,
1966-12-06,7687.88729,10700.0,449.561566,1815022.0,5832800.0,7819.67139,3523.21997,10073.0,60720.52,
1966-12-07,11405.06,8940.0,450.375186,1806760.0,5845500.0,11099.1253,3523.42993,8657.0,60801.67,
1966-12-08,12131.5242,7770.0,450.957,1805761.0,5854700.0,11409.3412,3523.58008,7211.0,60859.7,
1966-12-09,13569.4834,7910.0,451.42151,1809235.0,5862000.0,12712.2091,3523.69995,7878.0,60906.03,
1966-12-10,13953.8808,8100.0,452.003324,1811294.0,5871100.0,13199.4634,3523.8501,8021.0,60964.06,
1966-12-11,10324.5926,5860.0,452.390339,1813597.0,5877200.0,10391.4887,3523.94995,5564.0,61002.66,
1966-12-12,8678.63846,8020.0,452.390339,1814450.0,5877200.0,12632.1302,3523.94995,8293.0,61002.66,
1966-12-13,7643.37688,8580.0,452.23513,1814640.0,5874700.0,7620.5208,3523.90991,8293.0,60987.18,
1966-12-14,5995.02927,7560.0,451.92583,1815884.0,5869900.0,4286.076,3523.83008,7142.0,60956.33,
1966-12-15,5848.19076,8280.0,451.576719,1816109.0,5864400.0,3761.36438,3523.73999,8157.0,60921.51,
1966-12-16,5383.76745,8560.0,451.034605,1817858.0,5855900.0,3413.98052,3523.6001,8277.0,60867.44,
1966-12-17,5861.59525,8970.0,450.569087,1818542.0,5848600.0,4705.17867,3523.47998,8725.0,60821.01,
1966-12-18,5713.29525,5470.0,450.569087,1818674.0,5848500.0,3757.23308,3523.47998,5125.0,60821.01,
1966-12-19,6515.96669,9200.0,450.297581,1817100.0,5844300.0,5172.50391,3523.40991,9325.0,60793.93,
1966-12-20,4909.88983,10700.0,449.483961,1817966.0,5831500.0,3622.59598,3523.19995,10383.0,60712.78,
1966-12-21,5283.26169,10800.0,448.709143,1818675.0,5819400.0,3939.99208,3523.0,10095.0,60635.5,
1966-12-22,6274.92862,9570.0,448.32123,1817790.0,5813300.0,4907.31271,3522.8999,9210.0,60596.81,
1966-12-23,5253.58671,10300.0,447.585215,1818833.0,5801800.0,4373.70936,3522.70996,9807.0,60523.4,
1966-12-24,4406.35314,8650.0,446.849199,1821470.0,5790300.0,3599.34739,3522.52002,8409.0,60449.99,
1966-12-25,5700.49094,4550.0,446.965496,1821505.0,5792100.0,4583.83953,3522.55005,3563.0,60461.59,
1966-12-26,4367.81564,4260.0,446.849199,1823072.0,5790300.0,3331.17976,3522.52002,5061.0,60449.99,
1966-12-27,5830.83002,9030.0,446.538891,1821080.0,5785500.0,5055.15047,3522.43994,9144.0,60419.04,
1966-12-28,4651.53679,9780.0,445.841567,1821362.0,5774600.0,3240.97537,3522.26001,9216.0,60349.49,
1966-12-29,4115.15862,12600.0,444.56254,1823988.0,5754700.0,2549.38262,3521.92993,12045.0,60221.92,
1966-12-30,5499.10929,12000.0,443.671315,1824450.0,5740900.0,4635.46967,3521.69995,11504.0,60133.03,
1966-12-31,4643.99589,11100.0,442.702596,1826202.0,5725900.0,4319.58571,3521.44995,10397.0,60036.41,
1967-01-01,4309.64738,8060.0,125.284049,1828237.0,5716300.0,3573.11386,3521.29004,7012.0,59974.6,
1967-01-02,5007.37865,7210.0,125.164261,1829143.0,5710900.0,3882.84639,3521.19995,7318.0,59939.78,
1967-01-03,4540.27334,12600.0,124.765299,1831032.0,5692900.0,3349.0699,3520.8999,12814.0,59823.81,
1967-01-04,4536.41057,13400.0,124.32674,1833027.0,5673200.0,3415.76305,3520.57007,12177.0,59696.33,
1967-01-05,3719.32843,11900.0,123.87456,1836977.0,5652900.0,2527.89476,3520.22998,10888.0,59564.89,
1967-01-06,6766.22214,11500.0,123.688547,1835764.0,5644600.0,5720.38905,3520.09009,10069.0,59510.82,
1967-01-07,5265.05883,9340.0,123.472056,1837759.0,5634400.0,4177.53738,3519.91992,8620.0,59447.61,
1967-01-08,5948.99696,6580.0,123.423724,1838684.0,5632100.0,4706.56427,3519.87988,5732.0,59433.42,
1967-01-09,5671.67908,10200.0,123.206442,1840278.0,5621400.0,4370.57985,3519.69995,9623.0,59369.63,
1967-01-10,4814.36183,9970.0,122.940827,1843029.0,5608300.0,3367.10247,3519.47998,9355.0,59291.65,
1967-01-11,5238.98981,9640.0,122.723583,1844877.0,5597600.0,3751.09873,3519.30005,9023.0,59227.87,
1967-01-12,5476.41807,10900.0,122.482116,1845796.0,5585800.0,3100.81549,3519.1001,10241.0,59156.98,
1967-01-13,5608.37922,10600.0,122.264564,1846373.0,5575200.0,3777.96187,3518.91992,9757.0,59093.11,
1967-01-14,5612.5248,11900.0,121.974803,1847980.0,5561000.0,4000.04214,3518.67993,10728.0,59008.04,
1967-01-15,6431.9451,8790.0,121.866315,1848481.0,5555700.0,4021.74195,3518.59009,7496.0,58976.19,
1967-01-16,7894.09249,11800.0,121.745428,1846511.0,5549800.0,5508.95833,3518.48999,11066.0,58940.7,
1967-01-17,7708.79182,11100.0,121.636671,1844963.0,5544500.0,5724.62354,3518.3999,10031.0,58908.77,
1967-01-18,6741.0089,10700.0,121.455666,1845889.0,5535600.0,4807.35646,3518.25,9613.0,58855.63,
1967-01-19,7650.16493,11400.0,121.310594,1845330.0,5528600.0,5708.12429,3518.12988,10230.0,58813.04,
1967-01-20,6815.49066,11300.0,121.105442,1846314.0,5518600.0,5189.24615,3517.95996,10317.0,58752.81,
1967-01-21,7292.99684,10800.0,120.960677,1846337.0,5511500.0,5577.50887,3517.84009,9428.0,58710.31,
1967-01-22,7666.7355,6490.0,121.020832,1845550.0,5514500.0,5741.57561,3517.88989,5422.0,58727.97,
1967-01-23,5721.26668,7920.0,120.876067,1848168.0,5507400.0,3479.83507,3517.77002,8087.0,58685.47,
1967-01-24,8045.66508,9710.0,120.839828,1846446.0,5505700.0,5920.52964,3517.73999,9140.0,58674.83,
1967-01-25,7236.22126,10700.0,120.695063,1846555.0,5498600.0,4685.07821,3517.62012,9647.0,58632.33,
1967-01-26,7394.25809,10000.0,120.586306,1846566.0,5493300.0,4889.17294,3517.53003,9132.0,58600.4,
1967-01-27,8357.94397,9850.0,120.550028,1845186.0,5491600.0,5877.9145,3517.5,9445.0,58589.75,
1967-01-28,8168.81288,8950.0,120.537936,1844116.0,5491000.0,6666.77139,3517.48999,8277.0,58586.2,
1967-01-29,7250.39814,6570.0,120.550028,1844745.0,5491600.0,5436.88089,3517.5,5606.0,58589.75,
1967-01-30,8112.25454,8840.0,120.537936,1843781.0,5491000.0,6457.83842,3517.48999,8806.0,58586.2,
1967-01-31,7877.40195,11000.0,120.417086,1843367.0,5485100.0,6098.83568,3517.38989,10099.0,58550.72,
1967-02-01,8112.63118,10400.0,141.070112,1842790.0,5481000.0,6223.24423,3517.32007,10247.0,58525.96,
1967-02-02,8469.62429,12200.0,140.907676,1841650.0,5474600.0,6477.5461,3517.20996,10198.0,58486.93,
1967-02-03,8721.45222,11800.0,140.789519,1840103.0,5469900.0,7357.79455,3517.12988,11517.0,58458.54,
1967-02-04,8143.74968,11600.0,140.627459,1839508.0,5463500.0,6667.79524,3517.02002,10721.0,58419.6,
1967-02-05,8534.07139,9470.0,140.612684,1838111.0,5462900.0,6646.68799,3517.01001,9001.0,58416.05,
1967-02-06,7571.35526,10400.0,140.464976,1838260.0,5457000.0,5937.34096,3516.90991,10262.0,58380.56,
1967-02-07,7729.3286,11700.0,140.288141,1837244.0,5450000.0,6049.49679,3516.79004,11053.0,58338.07,
1967-02-08,7553.10264,11600.0,140.096154,1836577.0,5442500.0,6061.80092,3516.65991,10617.0,58291.94,
1967-02-09,6893.49948,11000.0,139.874993,1837092.0,5433700.0,4691.96597,3516.51001,10755.0,58238.8,
1967-02-10,7663.47591,11400.0,139.712557,1835941.0,5427300.0,6017.2494,3516.3999,10751.0,58199.77,
1967-02-11,7139.70429,11200.0,139.520899,1835248.0,5419800.0,6726.46134,3516.27002,10612.0,58153.72,
1967-02-12,7042.823,9570.0,139.417518,1834197.0,5415700.0,6727.42131,3516.19995,8780.0,58128.88,
1967-02-13,6454.43338,8720.0,139.314137,1833663.0,5411600.0,5806.15627,3516.12988,8474.0,58104.04,
1967-02-14,5922.74599,9590.0,139.107751,1834350.0,5403500.0,5264.43273,3515.98999,9548.0,58054.45,
1967-02-15,7003.75905,10600.0,138.96009,1832878.0,5397700.0,6319.6749,3515.88989,10140.0,58018.97,
1967-02-16,5733.93593,9960.0,138.724153,1833658.0,5388400.0,5174.20939,3515.72998,9668.0,57962.28,
1967-02-17,6862.53841,10400.0,138.547271,1833503.0,5381400.0,6463.64498,3515.61011,9884.0,57919.78,
1967-02-18,6562.68213,8080.0,138.44389,1834355.0,5377400.0,5696.87805,3515.54004,7596.0,57894.94,
1967-02-19,7276.26485,8780.0,138.384835,1833534.0,5375100.0,5827.63546,3515.5,8584.0,57880.75,
1967-02-20,7290.9693,9310.0,138.311005,1832291.0,5372200.0,5820.45571,3515.44995,8754.0,57863.01,
1967-02-21,5551.86108,8600.0,138.104619,1834207.0,5364100.0,4459.94492,3515.31006,8095.0,57813.42,
1967-02-22,7053.12739,9940.0,137.971687,1833543.0,5358900.0,6078.81174,3515.21997,9732.0,57781.48,
1967-02-23,6741.32439,8510.0,137.883081,1833396.0,5355400.0,5040.52035,3515.15991,7910.0,57760.19,
1967-02-24,6810.91978,8020.0,137.824355,1833160.0,5353100.0,4937.99965,3515.12012,7757.0,57746.08,
1967-02-25,6207.25427,7310.0,137.73575,1834336.0,5349600.0,4658.42579,3515.06006,6948.0,57724.79,
1967-02-26,7772.58228,6300.0,137.824355,1833619.0,5353100.0,5299.66116,3515.12012,5853.0,57746.08,
1967-02-27,7676.02944,7120.0,137.868305,1832884.0,5354800.0,5235.64324,3515.1499,7167.0,57756.64,
1967-02-28,6632.06277,5830.0,137.868305,1834337.0,5354800.0,4692.55229,3515.1499,5189.0,57756.64,
1967-03-01,7024.41457,9210.0,216.954508,1835585.0,5349000.0,5333.52625,3515.05005,9696.0,57721.24,
1967-03-02,8277.68731,10000.0,216.842605,1834852.0,5346100.0,6872.3888,3515.0,9606.0,57703.5,
1967-03-03,8419.33211,10600.0,216.708307,1833711.0,5342700.0,7202.1484,3514.93994,10449.0,57682.21,
1967-03-04,6360.93289,10800.0,216.238798,1836790.0,5330600.0,5336.45339,3514.72998,9889.0,57607.78,
1967-03-05,8971.45494,10200.0,216.216404,1834736.0,5330000.0,8053.33932,3514.71997,9715.0,57604.23,
1967-03-06,8729.67881,13600.0,215.858799,1834060.0,5320800.0,7873.89229,3514.56006,12557.0,57547.54,
1967-03-07,10217.5194,12800.0,215.724501,1832222.0,5317300.0,10185.9678,3514.5,12411.0,57526.25,
1967-03-08,9214.57569,12500.0,215.455904,1832390.0,5310400.0,9677.29184,3514.37988,11910.0,57483.67,
1967-03-09,9310.6586,15100.0,215.008791,1832192.0,5298900.0,9190.73599,3514.17993,13666.0,57412.79,
1967-03-10,8983.32414,13400.0,214.651186,1832318.0,5289800.0,9106.96352,3514.02002,12154.0,57356.1,
1967-03-11,9015.06543,12300.0,214.427309,1831388.0,5284000.0,9010.21149,3513.91992,11208.0,57320.61,
1967-03-12,7693.03447,10300.0,214.159283,1832903.0,5277100.0,7060.53397,3513.80005,9482.0,57278.12,
1967-03-13,8270.67031,13800.0,213.734493,1832522.0,5266300.0,7892.17031,3513.61011,12865.0,57210.78,
1967-03-14,8929.93022,13500.0,213.398783,1831844.0,5257700.0,8039.88701,3513.45996,12400.0,57157.56,
1967-03-15,10121.5343,14000.0,213.175477,1829638.0,5252000.0,9244.2649,3513.36011,12795.0,57122.16,
1967-03-16,8673.4388,12000.0,212.862091,1830827.0,5244000.0,7999.13133,3513.21997,10560.0,57072.48,
1967-03-17,10422.1841,11900.0,212.794906,1829382.0,5242300.0,9904.48429,3513.18994,10921.0,57061.83,
1967-03-18,9195.38601,10400.0,212.683003,1829680.0,5239400.0,9473.64397,3513.13989,9428.0,57044.09,
1967-03-19,8435.0526,11300.0,212.459696,1829485.0,5233700.0,8211.19336,3513.04004,10685.0,57008.69,
1967-03-20,8993.81651,12300.0,212.280679,1827315.0,5229100.0,8819.74112,3512.95996,11251.0,56980.31,
1967-03-21,8230.49505,11800.0,211.990188,1827422.0,5221700.0,7434.51805,3512.83008,10868.0,56934.26,
1967-03-22,9241.86122,9980.0,211.923074,1827446.0,5220000.0,9114.88911,3512.80005,9081.0,56923.62,
1967-03-23,9868.03917,9860.0,211.945469,1826650.0,5220600.0,9567.794,3512.81006,9129.0,56927.17,
1967-03-24,8718.55113,9310.0,211.878285,1826965.0,5218900.0,9463.56167,3512.78003,8746.0,56916.52,
1967-03-25,8499.43984,8740.0,211.85589,1826876.0,5218300.0,10247.164,3512.77002,8194.0,56912.97,
1967-03-26,8082.76901,7860.0,211.85589,1827106.0,5218300.0,9298.8295,3512.77002,7448.0,56912.97,
1967-03-27,8328.7798,9070.0,211.811171,1826524.0,5217200.0,8666.37373,3512.75,8789.0,56905.88,
1967-03-28,8530.17684,8980.0,211.788776,1826020.0,5216600.0,9427.84993,3512.73999,8914.0,56902.33,
1967-03-29,8341.13334,11200.0,211.52068,1826938.0,5209800.0,9132.16786,3512.62012,10853.0,56859.83,
1967-03-30,9494.12693,11500.0,211.408776,1825648.0,5206900.0,10892.9249,3512.57007,11079.0,56842.09,
1967-03-31,7959.82293,9630.0,211.252083,1826125.0,5202900.0,9243.46543,3512.5,8863.0,56817.25,
1967-04-01,8521.66239,11300.0,355.247714,1824759.0,5198400.0,9815.70358,3512.41992,11808.0,56788.86,
1967-04-02,8548.40579,12600.0,354.780069,1823768.0,5191000.0,9244.41609,3512.29004,13378.0,56742.82,
1967-04-03,7776.55575,15500.0,353.771738,1823995.0,5175100.0,7356.55663,3512.01001,16074.0,56643.55,
1967-04-04,7387.47883,16200.0,352.619165,1824262.0,5157000.0,8145.09589,3511.68994,16724.0,56530.08,
1967-04-05,8499.24546,17400.0,351.610834,1822056.0,5141200.0,9212.17291,3511.40991,17832.0,56430.81,
1967-04-06,8190.14012,16200.0,350.674626,1820518.0,5126500.0,8310.29956,3511.1499,16871.0,56338.64,
1967-04-07,7094.44435,15000.0,349.559031,1821888.0,5109100.0,8225.21983,3510.84009,16154.0,56228.81,
1967-04-08,8775.11077,13000.0,349.054407,1821058.0,5101200.0,8628.13279,3510.69995,13514.0,56179.13,
1967-04-09,9153.08577,9630.0,349.054407,1819763.0,5101200.0,7793.44816,3510.69995,10536.0,56179.13,
1967-04-10,8531.64198,11400.0,348.694831,1819326.0,5095600.0,7270.73491,3510.6001,13252.0,56143.73,
1967-04-11,10242.63,13700.0,348.406571,1816620.0,5091100.0,11357.1281,3510.52002,15146.0,56115.35,
1967-04-12,7996.13664,12200.0,347.758622,1818034.0,5081000.0,7559.56784,3510.34009,13525.0,56051.56,
1967-04-13,8779.71789,13600.0,347.109868,1818226.0,5070900.0,8768.87036,3510.15991,15241.0,55987.69,
1967-04-14,8745.94387,13800.0,346.425858,1818455.0,5060300.0,9629.11142,3509.96997,15152.0,55920.35,
1967-04-15,8050.90475,11800.0,345.778022,1820773.0,5050200.0,9060.59158,3509.79004,12865.0,55856.57,
1967-04-16,10634.4581,11000.0,345.958213,1816902.0,5053000.0,10773.7394,3509.84009,12072.0,55874.31,
1967-04-17,8689.26125,11600.0,345.633892,1815784.0,5048000.0,8808.09486,3509.75,13542.0,55842.38,
1967-04-18,7768.24569,16000.0,344.55344,1815812.0,5031300.0,8566.12747,3509.44995,18049.0,55736.01,
1967-04-19,8908.6218,18300.0,343.472988,1813541.0,5014600.0,8632.30811,3509.1499,20214.0,55629.64,
1967-04-20,7683.98252,17500.0,342.213264,1813229.0,4995100.0,7472.37702,3508.80005,18505.0,55505.62,
1967-04-21,8745.22782,15100.0,341.493193,1811382.0,4984000.0,9376.75689,3508.6001,16460.0,55434.73,
1967-04-22,7937.72763,11600.0,340.988683,1811577.0,4976200.0,9023.93753,3508.45996,12705.0,55385.06,
1967-04-23,7541.14899,10100.0,340.593046,1812161.0,4970200.0,8726.93923,3508.3501,11597.0,55346.11,
1967-04-24,8392.60897,11600.0,340.232665,1811059.0,4964600.0,8283.42197,3508.25,13762.0,55310.63,
1967-04-25,8002.31032,12300.0,339.656837,1810995.0,4955800.0,8665.64558,3508.09009,14526.0,55253.94,
1967-04-26,8615.83053,13600.0,339.04403,1810170.0,4946400.0,8615.26155,3507.91992,15823.0,55193.61,
1967-04-27,7867.26339,13300.0,338.324073,1810056.0,4935400.0,8803.14041,3507.71997,15313.0,55122.73,
1967-04-28,7378.34473,13300.0,337.568055,1809573.0,4923800.0,7781.58742,3507.51001,15354.0,55048.3,
1967-04-29,7012.72667,10200.0,337.135552,1809514.0,4917200.0,8817.32908,3507.38989,11495.0,55005.72,
1967-04-30,6408.98321,8340.0,336.884044,1809247.0,4913300.0,7422.18729,3507.32007,10008.0,54980.96,
1967-05-01,6358.64505,13200.0,375.192856,1803122.5,4897400.0,7103.0,3507.03003,15766.0,54878.15,
1967-05-02,6452.6141,13200.0,374.274103,1796998.0,4885300.0,6841.0,3506.81006,15045.0,54800.17,
1967-05-03,6546.58315,11000.0,373.688777,1793235.0,4877700.0,6598.0,3506.66992,13578.0,54750.49,
1967-05-04,4271.90514,12500.0,372.811852,1788042.0,4866200.0,4574.78518,3506.45996,12113.0,54676.06,
1967-05-05,4112.49509,14200.0,371.725788,1781862.0,4852000.0,7477.07987,3506.19995,13584.0,54583.88,
1967-05-06,5392.07065,12100.0,371.016175,1777485.0,4842700.0,9090.73567,3506.03003,11676.0,54523.65,
1967-05-07,4909.84247,10100.0,370.472677,1773920.0,4835600.0,8015.5987,3505.8999,9884.0,54477.52,
1967-05-08,3518.37408,13600.0,369.386613,1767754.0,4821400.0,5950.02143,3505.63989,14027.0,54385.34,
1967-05-09,3629.44252,15500.0,368.092606,1760641.0,4804600.0,6038.15307,3505.33008,15509.0,54275.51,
1967-05-10,3332.31882,15200.0,366.797667,1753535.0,4787800.0,5628.04524,3505.02002,15474.0,54165.6,
1967-05-11,4690.32397,16900.0,365.460767,1746253.0,4770500.0,7527.70734,3504.69995,16697.0,54052.13,
1967-05-12,832.04025,16000.0,363.790574,1737404.0,4748900.0,3874.88365,3504.30005,15758.0,53910.37,
1967-05-13,1105.96918,15100.0,362.244667,1729185.0,4729000.0,4857.70103,3503.92993,14688.0,53779.16,
1967-05-14,8177.18712,13700.0,361.660406,1725469.0,4721400.0,11906.1995,3503.79004,13528.0,53729.57,
1967-05-15,5983.35086,17700.0,360.365335,1718469.0,4704800.0,8939.20727,3503.47998,18042.0,53619.65,
1967-05-16,9789.71682,18200.0,359.446582,1713228.0,4693000.0,14034.8207,3503.26001,18059.0,53541.67,
1967-05-17,13050.3931,18500.0,358.862321,1709561.0,4685500.0,16753.1901,3503.12012,18358.0,53492.08,
1967-05-18,10850.2924,18500.0,358.026159,1704729.0,4674800.0,14555.5169,3502.91992,18475.0,53421.11,
1967-05-19,10808.0252,18800.0,357.149235,1699720.0,4663600.0,15406.3149,3502.70996,18792.0,53346.68,
1967-05-20,7251.98948,18200.0,355.937819,1693149.0,4648100.0,10816.5301,3502.41992,18165.0,53243.86,
1967-05-21,11125.4124,15400.0,355.479041,1690115.0,4642300.0,13821.9628,3502.31006,15157.0,53204.92,
1967-05-22,12957.777,16200.0,355.14455,1687629.0,4638000.0,15842.9028,3502.22998,16382.0,53176.53,
1967-05-23,15927.6481,15800.0,355.186378,1686927.0,4638600.0,19684.6857,3502.23999,15856.0,53180.08,
1967-05-24,22102.1873,12900.0,356.27231,1691023.0,4652400.0,26739.3382,3502.5,13293.0,53272.25,
1967-05-25,30466.8394,13500.0,358.235167,1699218.0,4677500.0,33874.6397,3502.96997,13983.0,53438.85,
1967-05-26,37928.9087,13200.0,361.07508,1711506.0,4713900.0,42425.7035,3503.6499,13576.0,53679.89,
1967-05-27,47380.1142,11800.0,365.127342,1729513.0,4766100.0,51517.3642,3504.62012,12211.0,54023.83,
1967-05-28,54079.0114,10400.0,370.055595,1751779.0,4830100.0,58695.8272,3505.80005,10757.0,54442.12,
1967-05-29,51233.7935,11000.0,374.565701,1772207.0,4889100.0,57679.8059,3506.87988,11635.0,54824.92,
1967-05-30,51470.3147,9460.0,379.244052,1793554.0,4950700.0,58845.0005,3508.0,9641.0,55222.0,
1967-05-31,52688.1229,11100.0,383.838748,1814659.0,5011700.0,59307.2134,3509.1001,12089.0,55611.98,
1967-06-01,47527.2108,10900.0,646.013106,1833062.0,5065300.0,54609.0311,3510.06006,10745.0,55952.29,
1967-06-02,40467.1942,11400.0,650.938819,1847465.0,5107900.0,46906.8273,3510.82007,11546.0,56221.71,
1967-06-03,41220.7903,10100.0,656.187414,1862935.0,5153500.0,50470.8983,3511.62988,10464.0,56508.79,
1967-06-04,35407.1834,11500.0,660.206698,1874594.0,5188600.0,47602.8097,3512.25,12152.0,56728.63,
1967-06-05,34005.8051,12300.0,663.83654,1885083.0,5220500.0,44301.067,3512.81006,13113.0,56927.17,
1967-06-06,34634.8453,14100.0,667.271663,1894947.0,5250700.0,45438.5521,3513.34009,14835.0,57115.06,
1967-06-07,41366.0818,13700.0,671.873046,1908549.0,5291300.0,53894.567,3514.05005,14260.0,57366.74,
1967-06-08,46630.4726,14100.0,677.251455,1924695.0,5339000.0,59349.0506,3514.87988,15312.0,57660.92,
1967-06-09,42885.906,12900.0,682.177169,1939489.0,5383000.0,54470.5069,3515.63989,14354.0,57930.34,
1967-06-10,45037.0117,10600.0,687.816653,1956606.0,5433500.0,56298.9132,3516.51001,11684.0,58238.8,
1967-06-11,41924.0093,10100.0,693.001994,1972336.0,5480200.0,52236.314,3517.31006,11335.0,58522.42,
1967-06-12,40743.7237,11600.0,697.732987,1986644.0,5523000.0,53978.3442,3518.04004,13550.0,58781.19,
1967-06-13,35896.6297,11900.0,701.620804,1998239.0,5558300.0,46906.8664,3518.63989,13484.0,58993.84,
1967-06-14,36161.9553,10800.0,705.70479,2010538.0,5595600.0,46991.6004,3519.27002,12075.0,59217.22,
1967-06-15,39023.5349,11200.0,710.176565,2024116.0,5636500.0,49851.9025,3519.95996,12592.0,59461.81,
1967-06-16,35823.7385,11500.0,714.431697,2035846.0,5672300.0,45282.0362,3520.56006,12260.0,59692.46,
